title,img,type,netflix_id,synopsis,rating,year,runtime,imdb_id,poster,top250,top250tv,title_date
Downton Abbey,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYDX0KrGrFBMgcFES9Rk-2Tb8_vuCPuyTvUehsrmXKpY9_vPD3-gBtvVTudRzGXb_vzEUmVEuezn9mKwcZPQthWYpA.jpg?r=257,movie,81086533,Turn back the clock with the Crawley family and their staff as they prepare for a new era and a royal visit. But even perfect plans can go awry.,8.7,2019,7302,tt1606375,https://m.media-amazon.com/images/M/MV5BY2U1NmIwYzgtNjFkOS00YWUxLTg0YTMtZmE5NTA3YjRmY2NlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,0,122,17/7/20
Ani... Dr. Kashinath Ghanekar,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABd433JwKRehR234CKPzSQFvoJ28fCxvQKnP4BuVJIPx5kOy68ZpEqu6FKTpbEhoHIFxUDWplKprODDCh0nQOIk21AWHTVa6D1dTU3dJogk2sh8s.jpg?r=897,movie,81281469,"From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar.",8.7,2018,9438,tt8784906,https://m.media-amazon.com/images/M/MV5BY2Q0ZGY0YzQtY2VmYy00NmQ3LWI4NWQtMjAyNGZjZmZmOTIwXkEyXkFqcGdeQXVyNTc1NTkzNTU@._V1_SX300.jpg,0,0,9/9/20
One,https://occ-0-487-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf_mGAq2KBhD0JrYxYcRjmKDTGg3Qyf3ytOD_nzqd_dM-HTXQuHY5J65pCn7Wd0w9QK5eJKx1msMojNV2yRYYTrWIw.jpg?r=bc1,movie,81327516,A formidable Kerala chief minister‚Äôs party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.,8.7,2020,8952,tt0073486,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,27/4/21
One Night in Paris,https://occ-0-3607-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTIu7mDMIiuVPE37IqUtnbl4jt-zgNcU1RmKq46zLXZLxyGR4nEU8gtJ1Gdkp7rzWba4hrxel2A85OwKwxpea7oBbseTHAYLPdFbtBg91GkynzOXYwG7Xvpumgw.jpg?r=da4,movie,81453268,"Mixing sketches with rapid-fire sets, this special brings together top comedians from France‘s stand-up scene as they explore life during the pandemic.",8.7,2021,3894,tt0314461,https://m.media-amazon.com/images/M/MV5BMTIwNjU1MTQ1OV5BMl5BanBnXkFtZTcwMjE4NzYxMQ@@._V1_SX300.jpg,0,0,15/10/21
Tom and Jerry,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVHYlDyfwbpK8GdxROLIblmG6Y72yqVc76Ue67zqCJqzyreKiqTyaiywaWSCvu_nvpMmD8CiraaJl372c-Km9mBb3w.jpg?r=5e8,movie,81221372,The classic cat-and-mouse duo creates chaos at a swanky NYC hotel when alley cat Tom is hired to get rid of scheming mouse Jerry before a VIP wedding.,8.7,2021,6061,tt0274294,https://m.media-amazon.com/images/M/MV5BMjA3NzUwNjQwOF5BMl5BanBnXkFtZTcwMTcwNTYyMQ@@._V1_SX300.jpg,0,0,21/11/21
Two,https://occ-0-3498-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQjX2K6UAY_Cb77__Cimg-udIJZqeU5AdhkKY3-xluSxMitc0NbiR8NB_NZn2yMxbktUn5nsu7-6kLnSOOvHCUIll0xzWDY63QOjjpRm0dzXaNE9xuL9lQGa0rg.jpg?r=590,movie,80202902,"Two strangers awaken to discover their abdomens have been sewn together, and are further shocked when they learn who‘s behind their horrifying ordeal.",8.7,2021,4272,tt0167261,https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,10/12/21
Hommage,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdXg5u0a0Z9IjeDEwtqwj_8KRGeS90I8L_gHgWz6u9RUCMqDbSq4dZ4XACTp-Ex6hgzAzG1Cnt8_7SCoOHWJyfcCQZTNzXWcVg.jpg?r=a9c,movie,81618027,A middle-aged filmmaker in a deep slump develops a passion project restoring the work of a pioneering female director from the '60s.,8.7,2021,6495,tt13464394,https://m.media-amazon.com/images/M/MV5BYmE4MTQ1ZmUtNDI5MS00MGM1LWI0OWMtODBlMDQ1NzVjOWU5XkEyXkFqcGdeQXVyMjA3MDcyNDY@._V1_SX300.jpg,0,0,21/7/22
Stuck with You,https://occ-0-957-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABfK63aVJ2ALWasEk14Lh-KuWcWzMkbZ44-hSF_jxZknIPDqAGTONBzznIr5uzA3IZXJz-9n6zF1aiRGJyeoTMDaFdsBuhRfwSm0r7wPWWEteo7H-pSpT1hN5JbEHg1buZaA.jpg?r=2d8,movie,81640438,"En route to a party, two strangers get stuck in an elevator on New Year‘s Eve ‚Äî and find themselves connecting in unexpected ways.",8.7,2022,3558,tt10843684,https://m.media-amazon.com/images/M/MV5BZjM0MGVlZWQtZDRjNS00NWRlLTlmODUtZDg2NGI1YjI1MGZlXkEyXkFqcGdeQXVyNDU1MjgyNjA@._V1_SX300.jpg,0,0,28/12/22
Hikaru Utada Laughter in the Dark Tour 2018,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYmDBf1U_BZxkU4kN7Zrz_W05qGB5bBpjqSF8KrdKkvffIJHHMBlqLz2EKKONRB0ITeVZ_E94q5zLDumVN4afIgMQA.jpg?r=5d4,movie,81092491,"Celebrating twenty years since her debut, Hikaru Utada takes the stage at Makuhari Messe for the final performance of her Laughter in the Dark Tour.",8.6,2018,8486,tt10556746,https://m.media-amazon.com/images/M/MV5BNjg0Njk3MGItYjg4Yy00MTRjLTgxNDctYzdiYjBhOTA2YTIyXkEyXkFqcGdeQXVyMjM0NTM5MTA@._V1_SX300.jpg,0,0,26/6/19
Mallesham,http://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZVttCBZdeDiKdnrrtEjpCHQuJFjmGiGL9u5nIYhzUSG3inzGEGHIQCQBANpRHLNfXFwd36G0NQbZvqgZVhFDvbEwg.jpg?r=913,movie,81217739,"A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community.",8.6,2019,7864,tt9742362,https://m.media-amazon.com/images/M/MV5BYWQ2OTQyYWYtYTA0NS00ZTQ2LTk2ZTMtOWZmY2MwZTRkYTFiXkEyXkFqcGdeQXVyMjk5MDYzMDA@._V1_SX300.jpg,0,0,20/11/19
KD (A) Karuppudurai,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZgOcyCKugMiMDQJ8D_uikvo9b51js1SV0M7odnV9aQUqw5AmszlVCqY6OjR963tGf7jcLsn4dAaQIaY93VPtAN27w.jpg?r=906,movie,81177366,"As his children plot his death to claim their inheritance, an aging patriarch leaves home, befriending a spunky boy who adds direction to his life.",8.6,2019,6976,tt8747560,https://m.media-amazon.com/images/M/MV5BYjA1M2E3MTgtZjU5NS00ODdkLTljOGEtYTYxYTdkZjZkZmNlXkEyXkFqcGdeQXVyNzI0NzQyNTk@._V1_SX300.jpg,0,0,21/1/20
My Mother,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZtnK4cVFsy1HB6FLry51KHLeGFBkLT0uiuj5pksCUBf7ReOQXQkjNxr3lTeqiO3ienNwsKBUtckJ6LuWzAtFqQazw.jpg?r=3ad,movie,81239787,"Despite a tumultuous upbringing, a young woman returns to the village she left behind to reconnect with her selfless yet overwhelming mother.",8.6,2019,6573,tt11046472,https://m.media-amazon.com/images/M/MV5BOWYxMGI0ZjUtZDg1YS00NTdiLWFmMTktODE1NzM1YjI2MjAyXkEyXkFqcGdeQXVyNjEzNDIzMA@@._V1_SX300.jpg,0,0,24/2/20
Parasite,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZzcTnwK5TeugAUGeHosm30nddZKQQ89iOw776PyLZDhH-671YoVJrYPSMbSy3tFi0wD3pFVeCJlRmNiGkUdtGQOHYkf94BkIJWTISjSvYa8jdt1jLCrc_xuM0wDrQ-sHVrOGSWP7Qfy5IH47v8AEz_-Kw.jpg?r=7b7,movie,81221938,"One by one, the crafty members of a destitute family insinuate themselves into the household staff of a wealthy couple living in oblivious privilege.",8.6,2019,7913,tt6751668,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,30,0,3/9/20
Seven,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT9BQ0w3HAAw8_kFkp3x3H1BZYZPgDaU-sLgvMBpBEM6MN9SHsLvgNedIJuQtyRHNr_kr9INATVTUEYpak6QUow2MA.jpg?r=260,movie,81412192,"After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance.",8.6,2019,6807,tt0047478,https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,30/4/21
Weasel,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU9kF-gm70dDs6156-yt-gMcMHIeJwCq8sDIipaSszs3XSpCzO0EoPYnlKBRQxE0TLfiDZTjxtc6huqyKs8En8MOrg.jpg?r=f37,movie,81439312,"Haunted by his past, a policeman retreats to a house in the woods and encounters a mysterious man with a dark agenda.",8.6,2020,4576,tt12510594,https://m.media-amazon.com/images/M/MV5BZmQxMWQwZDUtNDAzZC00YTA4LTg0ZjgtZDIxMmQ3YWNhOWQ1XkEyXkFqcGdeQXVyMzEzMzk4OTU@._V1_SX300.jpg,0,0,7/5/21
Brothers by Blood,https://occ-0-1949-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcdwS8umOVLV_8ReKAbgG48pFol9jDnaEmEdDSUS9MmwPJRj6NnXmjUMN0uT_L4PGD4geN6_Vc6gXWz8nJTbZgxefg.jpg?r=36f,movie,81393150,"Raised as brothers in a prominent mob family, two cousins drift apart as one longs to reach the top of the criminal world and the other wants to escape.",8.6,2021,5424,tt0808183,https://m.media-amazon.com/images/M/MV5BYTIwOWM2N2UtMDg5OC00M2FkLWEwYWItMDI3ODhiMWVkYjAwXkEyXkFqcGdeQXVyNDA2MDQ2MQ@@._V1_SX300.jpg,0,0,24/7/21
Tales from the Prison Cell,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdoE9bti6eCkYM0vg2yVvFVkdrq7IZGzR2K9YHDtDh9GLrWvyUAfKeDiyPl2eyUIhUFdFp75fvHUd-kr6pzpe3_7aQ.jpg?r=301,movie,81424407,This documentary follows three men in prison as they explore the liberating power of art by creating imaginative fairy tales for their children.,8.6,2020,4903,tt11557830,https://m.media-amazon.com/images/M/MV5BY2E0MzQ4ZjgtYWU3Yi00NzY1LWE4OGEtZTVlNWUwYjc3ZGM0XkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX300.jpg,0,0,27/7/21
Jersey,https://occ-0-1165-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbY0P1kcn9T-gVxnUhnkza6dmROlCojNgCbpABd4VgxZ1jBVWjmuuxU6HqusFVEOVTBkVdfMNutPUGdfnUma1Mdl31nwPUaS_Q.jpg?r=566,movie,81350340,"Ten years after quitting cricket, a gifted but dejected ex-batsman pursues a spot on the national team, hoping to fulfill his son‘s wish for a jersey.",8.6,2022,10120,tt8948790,https://m.media-amazon.com/images/M/MV5BY2ZjZTY1MTUtY2NkOS00Zjc0LWIyMjktNzIwNDQ4Mzk0MzFiXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,0,0,20/5/22
Jana Gana Mana,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABarMbvzAwnhrKEpDy7sNCswNDi3zUAA6bt99jxLjzcKdhXmP1EaUidSOL3spgxc9FHVOZ1GIMsc11tJOWZF5bd0hrTKxUlPVnA.jpg?r=c2e,movie,81477034,"As a college professor‘s brutal murder sparks student unrest, a cop launches an investigation while a lawyer seeks justice in the courtroom.",8.6,2022,9677,tt13391710,https://m.media-amazon.com/images/M/MV5BMzU0MjM3YTQtZmNjYi00ODI5LThhYzQtOWMwZjAxMjg2MTRjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,0,0,2/6/22
Trees of Peace,https://occ-0-957-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTwtoI84Wg3qinUBpxXVbV3cfuZVWc65xZdy0SR2HuP3-I3saal3Rv9Kb9_XRXN-pC05bsgc03wmv4jUx820y_UOuDoDWthPBGryhqgQe-Bp-IyZpEzPQFrz8JaXFBkLKF4.jpg?r=388,movie,81571934,Four women from different backgrounds forge an unbreakable sisterhood while trapped and in hiding during the genocide in Rwanda. Inspired by true events.,8.6,2022,5882,tt11316680,https://m.media-amazon.com/images/M/MV5BZTI2Y2I5ZTQtY2E4Yi00MWU2LWE3MjQtYTFiMTkyNTA1MjFiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,0,0,10/6/22
On The Path,https://occ-0-5098-55.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABQQefdW-T920arkjXtElPmb1DhyHBu59I3N4aAWubahrn3uI7iRepsaY5BGy6wGrz_by1RD2S-cg0ZgHMwTwb4NaF-oAy8uQGQ.jpg?r=6da,movie,81467036,"Following the development of ten creative projects in Alto Minho, filmmaker Miguel C. Tavares embarks on a poetic analysis of art, landscape and memory.",8.6,2019,1006,tt0333972,0,0,0,31/10/22
Slumberland,https://occ-0-2669-2567.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABdnEbM1UrPBuc74kbxcpcb4lVy6ARQrEKQDt07_lqnPbw2nC3C9YxrdRCReE7v98ywxkb3xa24Y4446WCMoXqrchPnk_3pOGoNDo9r9ItDpvs5MfHP2TnrRAO50WUM5MjWI.jpg?r=0a0,movie,81220825,"Joined by a larger-than-life outlaw, a daring young orphan journeys through a land of dreams to find a precious pearl that will grant her greatest wish.",8.6,2022,7237,tt0854164,https://m.media-amazon.com/images/M/MV5BZTYxYTZhZmQtNmQwNC00N2JkLWFmZmUtMjgwNDQxMWY3NThmXkEyXkFqcGdeQXVyMjE0MjY4OQ@@._V1_SX300.jpg,0,0,18/11/22
God‘s Crooked Lines,https://occ-0-3947-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABWvqiNX29Bhq41ievh3L0_SiwVCzIntFfaXgwmPlzd2V7C40WIeVa_dV1P7BtYtdeqSa1QzZrwyVvNWLIY2KdKDiddkk3weENVV7oMTF6GyPl1JCDSoxA5UtYb6ZCNVl-u8.jpg?r=0de,movie,81453541,A private detective who claims to be suffering from paranoia checks into a psychiatric hospital to investigate another patient‘s mysterious death.,8.6,2022,9320,tt0317248,https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,0,0,9/12/22
The Big 4,https://occ-0-1882-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABTMJFBDYJl-PgR5ZmSbkWGgUqCZlDcKIVAM-PiUWnuAn_BCMRqq4S_wI4HpmhJR9qKnvYhQSe7OkRzhpgIX5lxi-E4eiuYQDFn7ZsosH-0xbHudtDtC2_LgekshN5kn51XM.jpg?r=a55,movie,81344253,Four retired assassins spring back into action when they cross paths with a straight-arrow cop who‘s determined to track down an elusive murderer.,8.6,2022,8512,tt1792588,https://m.media-amazon.com/images/M/MV5BNjUwYjhhZTUtYWU3ZC00ZjFhLWI2ODItYmNlODU0YWE0ZGJlXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,0,0,15/12/22
Life is Beautiful,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABVEWUpMN5Hqw7i5HyJq9bIu8BTiUlgHpUtcDpuUGiuoPpjqZ4f7NfnI4IBfyRfC92GX3qP6TVKRwUwtzncqVFJSqwClcUrccpA.jpg?r=394,movie,81654092,A terminally ill woman convinces her loving husband to travel the country in search of her childhood sweetheart in this colorful musical.,8.6,2022,7353,tt0118799,https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,11/1/23
Springsteen on Broadway,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZi06gp2ZS7lfJYaILMU0roevW_ODHnPhzCRnzl1y5IQpUrSAgISXLarld2KnUOgyk3Rkh4Hrb_KCNRshfk_chmIy8uDB0UB99rH5HD4X_cuQiTJyisnO0sO-Lw.jpg?r=0da,movie,80232329,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.,8.5,2018,9185,tt8716334,N/A,0,0,16/12/18
Qismat,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeO1tDYp1lbHCoNECgpLnhxv6Hd-k_ENjxjsiwqM_nN0SG2ERR9HlLU3LClEXYXrKiO1MdHe9rWrQXPRdW8BVjAmEQ.jpg?r=6ab,movie,81217747,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate.",8.5,2018,8227,tt8665634,https://m.media-amazon.com/images/M/MV5BZjYyOTkzOGMtMzkzYy00YTVhLTk0NmItNWMyZDgzYTI3OTY4XkEyXkFqcGdeQXVyODc5MTAzNTk@._V1_SX300.jpg,0,0,1/12/19
For Sama,https://occ-0-3750-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTWfKGZ3vchJ-5dAjGN8_DXc0FqLi7xf91vl0Xj77u-ceEd-OCWHM0fi9TrKsEJkw94jACCvODwj0RFp9c9hg70qxw.jpg?r=3c5,movie,81132389,"During the uprising in Syria, a young mother weighs fleeing to raise her daughter or staying to fight for freedom in this harrowing documentary.",8.5,2019,5737,tt9617456,https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,0,0,17/5/20
The Show Must Go On: The Queen + Adam Lambert Story,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTaAvTRnk_Tl7tAp9D3RMAEdgaLI6homvZeJKsVxoO-tkCNkj0gutCnUHOwUNovidPz1PC1yyMZctiIxzbhWc3ik8g.jpg?r=f0b,movie,81274609,"With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert.",8.5,2019,5117,tt9856280,https://m.media-amazon.com/images/M/MV5BZjQyZDJiNzEtY2RlYi00Y2Y1LThlN2YtMDViM2M0NjQxYzU4XkEyXkFqcGdeQXVyMDAwMDAwMw@@._V1_SX300.jpg,0,0,15/6/20
Ananta,https://occ-0-58-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXIoniclPbqxoNx5xubteEqZr8U5Ho2_QpX9ArXwh_HqUvCvwCWipr-Iqt4PNANzHCxpYSsuGBOACYu0nq2XFTC9aw.jpg?r=c44,movie,81301260,An antisocial teen who acts out develops an invigorating relationship with a new student who has befriended her with a benevolent ulterior motive.,8.5,2018,5490,tt8359898,https://m.media-amazon.com/images/M/MV5BMWZlNWUwYmYtMjEyMi00YmVlLTlhZmMtZmFlMTE3YTUyNzMwXkEyXkFqcGdeQXVyNjI3MDYxMjg@._V1_SX300.jpg,0,0,7/8/20
Joker,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc3CMFhKOaUodYjPAVnvhCNMF2Hw9tHTfhQ6vWhvtwCIh7BTfws2r9wQt_kFRCOnRUgRKTV1iC2uXh23U6E-qkiM4w.jpg?r=190,movie,81092221,"In 1981 Gotham City, a struggling, mentally ill comic battles to be seen. His life takes a dark, gut-wrenching turn after he lashes back at attackers.",8.5,2019,7305,tt7286456,https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,61,0,8/8/20
My Octopus Teacher,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbkY0SGDRG6b-X6smZYcIcrOu68XilnU9UxcvJdfwxCCnXSPx8WxMACrzEamMt577ZKMVInfm7HzXD8i3tJfGwuoCVT-N9DqtOhFbSeJ8was9hQ44nOuUt8MEo8.jpg?r=938,movie,81045007,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",8.5,2020,5136,tt12888462,https://m.media-amazon.com/images/M/MV5BZWZlODNlYWUtZjY2Ni00YzdiLTkwNmEtZmY5MmY1MDI0YWQyXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,0,0,7/9/20
"Jochem Myjer - Adem In, Adem Uit",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcuNRoXSC1FKjyxODlgO3eRb-0DUkCz4Oy3UXq2A9ssfpQZl5XtJZ4X7_Pj5LVdznCAZ7deZKpHEZxLTRBYeADPuYg.jpg?r=cda,movie,81403675,"Sometimes life‘s work never seems to end, but in this buoyant, music-filled stand-up set, Jochem Myjer offers some observations on letting it all go.",8.5,2020,6133,tt11500054,,0,0,1/1/21
Sons of Anarchy,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABev3oL2ChSriSQ82CJBbbNTdzAaeMY_UxGwHaxJQZ2l6sbWLPI-eaeSGn8m_0o4NFoilftGiw6BwFeVWJryjh1zcmQ.jpg?r=415,movie,81411150,"A judge bent on catching the members of the 'Ndrangheta crosses paths with the mob family‘s young heir, who yearns for a life free of crime.",8.5,2018,6471,tt1124373,https://m.media-amazon.com/images/M/MV5BMTEyODg2NzkwMDBeQTJeQWpwZ15BbWU4MDQwODI3MzIx._V1_SX300.jpg,0,0,21/5/21
Chappelle‘s Home Team - Earthquake: Legendary,https://occ-0-3946-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQoQ2NUVPeHGEzXy9sx0e3Nn18uF_z9MIwJ2AAED2NyJE8gmXCUn-ZPMXJE2jqyue1dCj3oAJ7LyMGPwmdUwiDVznbRz28AI3yC2b8pUzZNsCpZIWayyEe17iPk.jpg?r=d76,movie,81497886,"Earthquake shakes up the stage with his takes on ""health is wealth,"" prostate exams and one particularly lengthy celebrity funeral.",8.5,2022,2185,tt10810424,https://m.media-amazon.com/images/M/MV5BOWQ2NDZhNGMtOWMwNS00ZWJhLTk2ZGEtY2VkOTY3ZTljNDQ2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,28/2/22
What We Leave Behind,https://occ-0-210-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVKKcfM6sD4f10oOZmVJcecqr3bHipnYVCI62fDDK4JxwzqX3Sv8xhvBTI1uoGVr5Vjlb1nWXEI681c9DQFwc1iGFHIazUD31g.jpg?r=3f5,movie,81613870,Director Iliana Sosa recounts her grandpa‚Äôs final trips between Mexico and Texas as he overcame hardships to provide for his family.,8.5,2022,4258,tt15727294,https://m.media-amazon.com/images/M/MV5BYzkzMGE4ZWEtNTg1NS00OTg2LWJiNGMtZGM0YzhiNmUwYmM0XkEyXkFqcGdeQXVyMTY1NTI2MDk@._V1_SX300.jpg,0,0,30/9/22
Dear Future children,https://occ-0-3602-1348.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABcu5fZ3ocRxWoTTR1q5tYRJ8uSd2Yx-jppZdJfrXSMSkEBxl0lRsbYS3c6DlKLv0Dcol5AC5Gb6c3Ydetj-uilngRuKKGaJGaw.jpg?r=b9a,movie,81489593,"Three young activists from Chile, Uganda, and Hong Kong risk their lives to effect change while coping with the repercussions of their impactful work.",8.5,2021,5314,tt11191356,https://m.media-amazon.com/images/M/MV5BODFiM2M3ODAtMjU1MC00MzgyLTliZjMtMjczZDFlN2ExYWJkXkEyXkFqcGdeQXVyMTAxMDAzNTY@._V1_SX300.jpg,0,0,14/10/22
Heroes of the Empire,https://occ-0-7126-1490.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABWVlveEFGaS6DqawWWL5C-u436ye1AkA0IvEavEvNUW8w049oKLQT3_dQ7Z1qftkR00w6JJ5d-XFOivQcP4UZfuUv9QlYXuL4g.jpg?r=ce9,movie,81471118,"Follow an organization of Star Wars fans as they dress up as stormtroopers to bring cheer to film premieres, children‘s hospitals and more.",8.5,2018,3601,tt8480368,https://m.media-amazon.com/images/M/MV5BYzFjNDJkNzgtYWQwYy00ODYzLTg0ODQtOWUwZGI5ZjhkZmViXkEyXkFqcGdeQXVyNjA1NTk4NjY@._V1_SX300.jpg,0,0,17/10/22
